ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
6220,Para Hills West PS OSHC/Vac,"67 Kesters Road, Para Hills West SA 5096","1-31 Balkara Road, Para Hills West SA 5096",parahillswestoshc@ymca.org.au,(08) 8349 6007,(08) 8349 4939,Ms Natalie Potts,,,Out of School Hours Care
6174,Para Vista Primary School OSHC/Vac,,"351 Montague Road, Para Vista SA 5093",,(08) 8264 4261,(08) 8396 1987,Ms Katy Dix,,,Out of School Hours Care
6881,Paradise Community Church OSHC/Vac,,"57 Darley Road, Paradise SA 5075",,(08) 8336 0068,,,,,Out of School Hours Care
6162,Paradise Primary School OSHC/Vac,,"100 George Street, Paradise SA 5075",paradiseforkids@internode.on.net,(08) 7120 7186,(08) 8336 9323,Ms Skye Packham,,,Out of School Hours Care
6168,Parafield Gardens Primary School OSHC/Vac,,"23 Shepherdson Road, Parafield Gardens SA 5107",,(08) 8281 5104,(08) 8281 5857,Ms Fiona Schepp,,,Out of School Hours Care
6133,Paringa Park PS OSHC Camp Australia,"c/- Paringa Park Primary School, 21 Bowker Street, North Brighton SA 5048","21 Bowker Street, North Brighton SA 5048",,0430 223 509,(08) 8296 9401,Ms Nikita Sparkes,,,Out of School Hours Care
5110,Parks Community Centre Vacation Care,"PO Box 110, Port Adelaide SA 5015","2-46 Cowan Street, Angle Park SA 5010",,(08) 8243 5678,(08) 8244 4284,Ms Lenore Hammond,,,Out of School Hours Care
6222,Parkside OSHC Centre,,"12 Robsart Street, Parkside SA 5063",,(08) 8271 2437,(08) 8373 3075,Ms Coralee Elliss,,,Out of School Hours Care
6855,Pembroke School Camp Australia OSHC/Vac,"8 Holden Street, Kensington Park SA 5068","342 The Parade, Kensington Park SA 5068",,(08) 8366 6216,(08) 8366 6201,Ms Judy Varcoe,,,Out of School Hours Care
6584,Penola OSHC,,"7 Scott Street, Penola SA 5277",,(08) 8737 2535,(08) 8737 2821,Ms Jane Childs,,,Out of School Hours Care
6545,Pimpala PS OSHC/Vac,,"24 Vanstone Avenue, Morphett Vale SA 5162",,(08) 8326 0900,(08) 8326 3526,Ms Hazel Godfrey,,,Out of School Hours Care
5996,Playford McAuley Campus OSHC/Vac,,"210 Adams Road, Craigmore SA 5114",,(08) 8254 4198,(08) 8254 2027,Mrs Tanya Geister,,,Out of School Hours Care
6088,Plympton Primary School OSHC/Vac,,"19 Owen Street, Plympton SA 5038",,(08) 8293 1227,(08) 8297 1582,Mr Scott Cameron,,,Out of School Hours Care
6089,Pooraka Primary School OSHC/Vac,,"11 South Terrace, Pooraka SA 5095",,(08) 8262 1463,(08) 8349 7838,Ms Sandra Evans,,,Out of School Hours Care
6090,Port Augusta West PS OSHC/Vac,,"46 Mildred Street, Port Augusta West SA 5700",,(08) 8642 2637,(08) 8642 3432,Ms Haley Harris,,,Out of School Hours Care
6091,Port Elliot PS OSHC Camp Australia,,"4 Cameron Street, Port Elliot SA 5212",,(08) 8554 3399,(08) 8554 2444,Ms Joanne Moat,,,Out of School Hours Care
6793,Port Lincoln Out of School Hours Care - YMCA,"PO Box 2704, Port Lincoln SA 5606","9 Bowling Avenue, Port Lincoln SA 5606",,0407 790 515,(08) 8682 3912,Ms Naomi Best,,,Out of School Hours Care
6765,Port Noarlunga PS OSHC/Vac,,"10 James Avenue, Port Noarlunga SA 5167",,(08) 8382 2455,(08) 8326 3530,Ms Robyn Harris,,,Out of School Hours Care
5910,Portside Christian College OSHC,,"1 Causeway Road, New Port SA 5015",,(08) 8341 5133,,,,,Out of School Hours Care
6546,Prescott College Southern OSHC/Vac,,"140 Pimpala Road, Morphett Vale SA 5162",,(08) 8381 1050,(08) 8387 3170,Mrs Donna Palmer,,,Out of School Hours Care
5441,Prince Alfred College OSHC,,"23 Dequetteville Terrace, Kent Town SA 5067",,(08) 8334 1268,,,,,Out of School Hours Care
6121,Prospect North Primary School OSHC/Vac,,"30 Stuart Road, Prospect SA 5082",,(08) 8344 2818,(08) 8344 3697,Ms Jill Grundy,,,Out of School Hours Care
6093,Prospect Primary School OSHC/Vac,"32 Olive Street, Prospect SA 5082","27 Gladstone Road, Prospect SA 5082",dl.0368.info@schools.sa.edu.au,(08) 8344 5696,(08) 8344 2993,Ms Sarah Jackson,,,Out of School Hours Care
6856,Pulteney Grammar School OSHC/Vac,"190 South Terrace, Adelaide SA 5000","66 Symonds Place, Adelaide SA 5000",,(08) 8216 5545,(08) 8216 5588,Ms Fran Thomas,,,Out of School Hours Care
7975,Redeemer Lutheran School Camp Australia OSHC,,"Vine Street, Nuriootpa SA 5355",,,,,,,Out of School Hours Care
6186,Redwood Park Primary School OSHC/Vac,,"2-10 Lokan Street, Redwood Park SA 5097",,(08) 8263 8333,(08) 8396 1713,Ms Kelly Lyons,,,Out of School Hours Care
6082,Reidy Park PS - Mt Gambier OSHC,"PO Box 524, Mount Gambier SA 5290","O'Halloran Terrace, Mount Gambier SA 5290",,(08) 8724 9264,(08) 8724 7066,Ms Nerolie Raine,,,Out of School Hours Care
7117,Renmark OSHC/Vac,,"Murtho Street, Renmark SA 5341",,(08) 8586 4481,(08) 8586 5316,Mrs Olga Black,,,Out of School Hours Care
6177,Reynella East Primary School Life Leisure OSHC/Vac,,"63 Malbeck Drive, Reynella East SA 5161",,(08) 8381 5255,(08) 8381 5084,Ms Cassandra Higgins,,,Out of School Hours Care
6094,Reynella Primary School OSHC/Vac,,"55-63 Concord Drive, Old Reynella SA 5161",,(08) 8387 7483,(08) 8322 2939,Ms Linda Palumbo,,,Out of School Hours Care
6172,Reynella South Primary School OSHC/Vac,,"119-135 Sherriffs Road, Reynella SA 5161",,(08) 8381 1168,(08) 8381 4932,Ms Larissa Cotter-Gilles,,,Out of School Hours Care
6095,Richmond Primary School OSHC/Vac,,"8 Surrey Road, Keswick SA 5035",,(08) 8351 0794,(08) 8297 1782,Ms Rosemarie Ninonuevo,,,Out of School Hours Care
6175,Ridgehaven Primary School OSHC/Vac,,"479 Milne Road, Ridgehaven SA 5097",,(08) 8396 3327,(08) 8396 1715,Ms Kerri Cook,,,Out of School Hours Care
6884,Riverdale OSHC/Vac,"Child Care Services Aust Pty Ltd, 267 Salisbury Highway, Salisbury Downs SA 5108","15 de Mille Street, Salisbury Downs SA 5108",,(08) 8182 4916,(08) 8281 1745,,,,Out of School Hours Care
6067,Rose Park Primary School OSHC/Vac Camp Australia,"1731 Malvern Road, Glen Iris VIC 3146","54 Alexandra Avenue, Rose Park SA 5067",,(08) 8331 7521,,Mr James Neale,,,Out of School Hours Care
5906,Roseworthy Primary School OSHC Camp Australia,,"Gartrell Street, Roseworthy SA 5371",,(08) 8524 8032,(08) 8524 8254,,,,Out of School Hours Care
6547,Rostrevor College Camp Aust OSHC/Vac,,"67-91 Glen Stuart Road, Woodforde SA 5072",,(08) 8364 8333,(08) 8364 8397,Ms Jacqui Romanelli,,,Out of School Hours Care
6421,Roxby Downs Area School OSHC/Vac,,"7 Richardson Place, Roxby Downs SA 5725",,0417 813 209,(08) 8671 0210,Mrs Diane Stanton,,,Out of School Hours Care
5480,Saint Spyridon College OSHC - Camp Australia,,"52 Oxford Terrace, Unley SA 5061",,,,,,,Out of School Hours Care
6555,Salisbury Heights PS OSHC/Vac,,"9 Ward Street, Salisbury Heights SA 5109",,(08) 8281 1700,(08) 8281 5861,Ms Carly Hendry,,,Out of School Hours Care
6130,Salisbury North School OSHC/Vac,"38 Bagster Road, Salisbury North SA 5108","Rolleston Avenue, Salisbury North SA 5108",,0412 176 788,(08) 8281 5862,Mrs Pat Leyson,,,Out of School Hours Care
6877,Salisbury Park Primary School OSHC,"PO Box 910, Salisbury SA 5108","66 Goddard Drive, Salisbury Park SA 5109",,(08) 8281 6422,(08) 8281 5864,Mr Callan Govett,,,Out of School Hours Care
6097,Salisbury Primary School OSHC/Vac,"PO Box 539, Salisbury SA 5108","10 Compuda Street, Salisbury SA 5108",,(08) 8283 1927,(08) 8281 5868,Ms Kellie Toseland,,,Out of School Hours Care
6882,Samaritan College OSHC/Vac,"PO Box 351, Whyalla SA 5600","10 Toal Street, Whyalla Stuart SA 5608",,(08) 8649 3530,(08) 8649 1911,Ms Patricia Page,,,Out of School Hours Care
6590,Scotch College Camp Australia OSHC/Vac,,"Norman Walk, Mitcham SA 5062",,0408 894 526,(08) 8274 4347,Ms Annie Kruckemeyer,,,Out of School Hours Care
6147,Seacliff Primary School OSHC/Vac,,"Barwell Avenue, Seacliff SA 5049",,(08) 8298 3742,(08) 8296 5729,Mr Adam Panetta,,,Out of School Hours Care
6785,Seaford District CS OSHC - All Saints,,"621 Grand Boulevard, Seaford SA 5169",,(08) 8327 0020,(08) 8327 3568,Ms Alison Clarke,,,Out of School Hours Care
3734,Seaford Early Learning Centre 2,,"2 Aldam Road, Seaford SA 5169",,(08) 8386 2007,,,,,Out of School Hours Care
6786,Seaford Rise Primary School OSHC/Vac - Camp Austra,,"Grand Boulevard, Seaford Rise SA 5169",,(08) 8327 0232,(08) 8327 0004,,,,Out of School Hours Care
6165,Seaview Downs Primary School OSHC/Vac,,"26-44 Ross Street, Seaview Downs SA 5049",,(08) 8296 9950,(08) 8298 3155,Mrs Megan Webster,,,Out of School Hours Care
8217,Settlers Farm Primary School OSHC/Vac,"PO Box 605, Salisbury South SA 5106","23 Barassi Street, Paralowie SA 5108",,(08) 8280 8108,(08) 8280 6403,Ms Jan Hutchison,,,Out of School Hours Care
6857,Seymour College Camp Australia OSHC,,"546 Portrush Road, Glen Osmond SA 5064",,,,,,,Out of School Hours Care
6207,Sheidow Park Primary School OSHC/Vac,,"21-43 Adams Road, Sheidow Park SA 5158",,(08) 8322 8291,(08) 8381 8509,Mrs Judy Jones,,,Out of School Hours Care
5467,Sherpa Kids Lockleys,,"29 Elston Street, Brooklyn Park SA 5032",,(08) 8354 4886,,,,,Out of School Hours Care
5472,Sherpa Kids Navigator College Port Lincoln,"PO Box 3592, Port Lincoln SA 5606","61 Windsor Avenue, Port Lincoln SA 5606",,0419 524 563,,Mrs Megan Beard,,,Out of School Hours Care
6791,Sherpa Kids One Tree Hill,"One Tree Hill Primary School, McGilp Road, One Tree Hill SA 5114","One Tree Hill Primary School, McGilp Road, One Tree Hill SA 5114",,,,,,,Out of School Hours Care
5916,Sherpa Kids Prescott,,"354 Wright Road, Para Vista SA 5093",,(08) 7289 1033,,,,,Out of School Hours Care
5469,Sherpa Kids St Joseph's School Port Lincoln,"PO Box 3592, Port Lincoln SA 5606","14 Mortlock Terrace, Port Lincoln SA 5606",,,,,,,Out of School Hours Care
6963,Southern Vales Christian College Aldinga OSHC,"PO Box 70, Morphett Vale SA 5162","240 Aldinga Beach Road, Aldinga SA 5173",,(08) 8556 6118,(08) 8556 5339,,,,Out of School Hours Care
6955,Southern Vales Christian College Combined OSHC,"PO Box 70, Morphett Vale SA 5162","140 States Road, Morphett Vale SA 5162",,0458 381 987,(08) 8322 3281,Ms Amanda Esposito,,,Out of School Hours Care
6747,St Agnes Campus - Modbury South OSHC,,"250 Smart Road, St Agnes SA 5097",,(08) 8264 3527,(08) 8396 1705,Ms Jo Dunn,,,Out of School Hours Care
6981,St Aloysius College OSHC,,"53 Wakefield Street, Adelaide SA 5000",,(08) 8217 3236,,Ms Christine Simpson,,,Out of School Hours Care
6978,St Andrews OSHC/Vac Camp Australia,,"22 Smith Street, Walkerville SA 5081",,(08) 8168 5555,(08) 8344 8670,Ms Chelsea Voege,,,Out of School Hours Care
6838,St Anthony's School OSHC/Vac,,"1 Castle Street, Edwardstown SA 5039",,(08) 8293 2532,(08) 8293 5892,Mr Craig Fosdike,,,Out of School Hours Care
6232,St Augustine's Parish School OSHC/Vac,,"25 Commercial Road, Salisbury SA 5108",,(08) 8182 7987,(08) 8182 7998,Ms Vicki Blackwell,,,Out of School Hours Care
6556,St Bernadette's OSHC Camp Australia Combined,,"54 Ragless Street, St Marys SA 5042",,(08) 8276 5394,(08) 8374 1743,Mr Anthony Egidio,,,Out of School Hours Care
8291,St Brigid's Catholic PS OSHC Evanston,,"Para Road, Evanston SA 5116",,(08) 8522 2099,,,,,Out of School Hours Care
6819,St Brigid's School Out of School Hours Care,"PO Box 287, Kilburn SA 5084","43 Le Hunte Street, Kilburn SA 5084",,(08) 8262 3812,(08) 8262 5011,Mrs Maria Cronin,,,Out of School Hours Care
4106,St Catherine's - Mt Lofty Area OSHC,"1731 Malvern Road, Glen Iris VIC 3146","22 Ayers Hill Road, Stirling SA 5152",,0413 483 729,(08) 8370 8218,Ms Kathryn Morden,,,Out of School Hours Care
6557,St Columba College OSHC/Vac,,"President Avenue, Andrews Farm SA 5114",,(08) 8254 0603,(08) 8254 0690,Ms Madeleine Brennan,,,Out of School Hours Care
4149,St David's Parish School Care,"PO Box 647, Tea Tree Gully SA 5091","40 Elizabeth Street, Tea Tree Gully SA 5091",,(08) 8360 6330,(08) 8360 6327,Ms Maria Delloso,,,Out of School Hours Care
6961,St Francis de Sales College OSHC Camp Australia,,"8 Dutton Road, Mount Barker SA 5251",,(08) 8393 1000,(08) 8393 1040,,,,Out of School Hours Care
6562,St Francis of Assisi Camp Australia OSHC,,"57 Newton Road, Newton SA 5074",,(08) 8337 4022,(08) 8365 3295,Mrs Eliana Vogiatzis,,,Out of School Hours Care
6563,St Francis School OSHC - Lockleys,,"458 Henley Beach Road, Lockleys SA 5032",,(08) 8356 6404,(08) 8235 2831,Ms Carmel Guerin,,,Out of School Hours Care
6226,St Francis Xavier Regional School OSHC/Vac,,"4 Carignane Street, Wynn Vale SA 5127",,(08) 8251 1500,(08) 8289 2102,Mrs Gail Wilkey,,,Out of School Hours Care
6564,St Gabriel's School OSHC,"PO Box 179, Blair Athol SA 5084","17 Whittington Street, Enfield SA 5085",,(08) 8262 6388,(08) 8262 8435,Mr John Edwards,,,Out of School Hours Care
6698,St Ignatius Junior School OSHC,,"62 Queen Street, Norwood SA 5067",,(08) 8130 7113,(08) 8332 2002,Ms Toni Carey,,,Out of School Hours Care
5417,St Jakobi Lutheran School OSHC/Vac,"PO Box 138, Lyndoch SA 5351","208 Lyndoch Valley Road, Lyndoch SA 5351",,(08) 8524 4137,(08) 8524 5690,Ms Megan Nappa,,,Out of School Hours Care
6565,St John Bosco School OSHC/Vac,,"19 Lipsett Tce, Brooklyn Park SA 5032",,(08) 8352 7073,(08) 8443 3040,,,,Out of School Hours Care
6820,St John the Apostle Out of School Hours Care,,"14 Winnerah Road, Christies Beach SA 5165",,(08) 8382 2064,(08) 8326 1402,,,,Out of School Hours Care
6566,St John the Baptist Catholic School OSHC/Vac,,"342 Anzac Highway, Plympton SA 5038",,(08) 8293 5173,(08) 8293 8992,Mrs Francis Schulz,,,Out of School Hours Care
6699,St John's Grammar School OSHC/Vac,"PO Box 234, Belair SA 5052","42-44 Sheoak Road, Belair SA 5052",,(08) 8278 4824,(08) 8278 8864,,,,Out of School Hours Care
6596,St Joseph's Memorial School OSHC/Vac - Norwood,"PO Box 4023, Norwood South SA 5067","139 William Street, Norwood SA 5067",,(08) 8331 7279,(08) 8364 3273,Ms Veronica Harrisson,,,Out of School Hours Care
4116,St Joseph's PS OSHC - Kingswood,,"33 Cambridge Terrace, Kingswood SA 5062",,(08) 8271 6553,(08) 8357 9199,Ms Teresa Hunter,,,Out of School Hours Care
8290,St Joseph's School Murray Bridge Camp Aust OSHC,,"1 Florence Street, Murray Bridge SA 5253",,1300 105 343,,,,,Out of School Hours Care
6572,St Joseph's School OSHC Hindmarsh,,"56 Albemarle Street, West Hindmarsh SA 5007",,0408 809 107,(08) 8346 4970,Ms Mary Caruana,,,Out of School Hours Care
6588,St Joseph's School OSHC Ottoway,,"10 Ina Avenue, Ottoway SA 5013",,(08) 8447 4969,(08) 8241 0380,Ms Mieke Vanden Bos,,,Out of School Hours Care
6573,St Joseph's School OSHC Payneham,,"78 Portrush Road, Payneham SA 5070",,(08) 8362 2153,(08) 8362 9964,Ms Lidia Alfonsi,,,Out of School Hours Care
6574,St Joseph's School OSHC Tranmere,,"1 Birkinshaw Ave, Tranmere SA 5073",,(08) 8431 2834,(08) 8431 2022,Ms Dianne Colborne,,,Out of School Hours Care
6223,St Joseph's School OSHC/Vac - Hectorville,,"30 Montacute Road, Hectorville SA 5073",,(08) 8336 9425,(08) 8336 9425,Mrs Liz Willis,,,Out of School Hours Care
6096,St Leonards Primary School OSHC/Vac,,"Jervois Street, Glenelg North SA 5045",,(08) 8294 1990,(08) 8294 9825,Ms Connie Cowling,,,Out of School Hours Care
6587,St Margaret Mary's OSHC,,"5 Eldon Street, Croydon Park SA 5008",,(08) 8245 5800,(08) 8245 5811,Mrs Daniela Fiala,,,Out of School Hours Care
7972,St Mark's Lutheran PS Camp Australia OSHC,,"37 Hampden Road, Mount Barker SA 5251",,,,,,,Out of School Hours Care
6714,St Martin de Porres School OSHC/Vac,,"1 Berrima Road, Sheidow Park SA 5158",,(08) 8321 8308,(08) 8322 4186,Ms Pam Adams,,,Out of School Hours Care
6229,St Martin's OSHC/Vac - Greenacres,,"66-80 Princes Road, Greenacres SA 5086",,(08) 8261 4524,(08) 8261 5705,Mrs Dianne Javor,,,Out of School Hours Care
6879,St Mary MacKillop School OSHC/Vac,"PO Box 16, Wallaroo SA 5556","10 Bagot Street, Wallaroo SA 5556",,(08) 8823 2549,(08) 8823 2561,Ms Paula Northeast,,,Out of School Hours Care
6567,St Mary Magdalene's OSHC,,"82 Fairfield Road, Elizabeth Grove SA 5112",,(08) 8255 6144,(08) 8287 2201,,,,Out of School Hours Care
5433,St Mary's College OSHC,,"253 Franklin Street, Adelaide SA 5000",,(08) 8216 5700,(08) 8216 5730,,,,Out of School Hours Care
6847,St Mary's Memorial School OSHC,"PO Box 812, Glenelg SA 5045","16 Milton Street, Glenelg SA 5045",,(08) 8294 4580,(08) 8294 1967,Ms Vicki Messent,,,Out of School Hours Care
6823,St Michael's College Out of School Hours Care,,"78 East Avenue, Beverley SA 5009",,(08) 8150 2394,(08) 8346 9449,Ms Ruth Richards,,,Out of School Hours Care
5479,St Michael's Lutheran Primary School OSHC,,"6 Balhannah Road, Hahndorf SA 5245",,,,,,,Out of School Hours Care
6592,St Monica's Parish School OSHC/Vac,,"92 North East Road, Walkerville SA 5081",,(08) 8344 2384,(08) 8344 2339,Ms Jodie Byrne,,,Out of School Hours Care
6987,St Patrick's School OSHC Camp Australia,"PO Box 84, Athol Park SA 5012","33A Dudley Street, Mansfield Park SA 5012",info@campaustralia.com.au,(08) 8445 1147,,,,,Out of School Hours Care
6568,St Paul Lutheran School OSHC,,"44 Audrey Avenue, Blair Athol SA 5084",,(08) 8260 2655,(08) 8262 4216,Ms Carol Black,,,Out of School Hours Care
5432,St Peter's College Camp Australia OSHC,"c/- Camp Australia Pty. Ltd., 1731 Malvern Road, Glen Iris VIC 3146","57 Hackney Road, St Peters SA 5069",,(08) 8362 3451,(08) 8363 2239,,,,Out of School Hours Care
7973,St Peter's Collegiate Girls' School OSHC,,"32 Hallett Road, Stonyfell SA 5066",,,,,,,Out of School Hours Care
6849,St Peters Lutheran School OSHC,,"71 Cumming Street, Blackwood SA 5051",,(08) 8278 9506,(08) 8370 0414,,,,Out of School Hours Care
6850,St Peter's Woodlands Grammar School OSHC Camp Aust,,"39 Partridge Street, Glenelg SA 5045",,(08) 8295 4317,(08) 8295 2820,Ms Vivian Hand,,,Out of School Hours Care
6233,St Pius X OSHC/Vac,,"8 Windsor Grove, Windsor Gardens SA 5087",,(08) 8369 1489,(08) 8369 1603,Ms Mandy Richardson,,,Out of School Hours Care
4203,St Raphael's Parish School OSHC,,"114 Glen Osmond Road, Parkside SA 5063",,(08) 8272 2368,(08) 8272 2725,,,,Out of School Hours Care
6569,St Teresa's School OSHC/Vac,,"28 Strathmore Terrace, Brighton SA 5048",,(08) 8397 6400,(08) 8377 1287,,,,Out of School Hours Care
5360,St Therese Primary School OSHC SA Camp Australia,,"7 Oxford Circus, Colonel Light Gardens SA 5041",,(08) 8276 5528,(08) 8276 5360,Mr Kevin Blake,,,Out of School Hours Care
6728,St Thomas More School OSHC/Vac,"PO Box 2002, Elizabeth Park SA 5113","50 Yorktown Road, Elizabeth Park SA 5113",,(08) 8255 1699,(08) 8287 0241,Ms Samantha Harkins,,,Out of School Hours Care
6733,St Thomas School OSHC Camp Australia,,"10 Rushton Street, Goodwood SA 5034",,(08) 8271 5674,(08) 8272 6045,Ms Kate Northeast,,,Out of School Hours Care
6781,Star of the Sea OSHC/Vac,,"333 Military Road, Henley Beach SA 5022",,(08) 8235 0161,(08) 8235 1835,Mr Dylan Swann,,,Out of School Hours Care
5447,Stepping Stone Tanunda OSHC,,"150-152 Murray Street, Tanunda SA 5352",,(08) 8563 0514,,,,,Out of School Hours Care
5991,Stepping Stone Two Wells OSHC,"380 Payneham Road, Payneham SA 5070","15 Gawler Road, Two Wells SA 5501",,(08) 8520 2111,(08) 8520 3914,Ms Noelene Kakoschke,,,Out of School Hours Care
6099,Stirling East - Mt Lofty Area OSHC,,"51 Braeside Road, Stirling SA 5152",,0413 483 545,(08) 8370 9673,Ms Sam Bartsch,,,Out of School Hours Care
5952,Stirling North Primary School Happy Haven OSHC,,"30 Railway Road, Stirling North SA 5710",,(08) 8643 6020,,,,,Out of School Hours Care
6150,Stradbroke School OSHC/Vac,,"73 Koonga Avenue, Rostrevor SA 5073",,(08) 8365 5677,(08) 8337 0041,Ms Rebecca MacQueen,,,Out of School Hours Care
6350,Streaky Bay Area School Vac Care,,"109 Wells Street, Streaky Bay SA 5680",,(08) 8626 1202,(08) 8626 1658,Mrs Barbara Whetstone,,,Out of School Hours Care
6813,Sturt Street Community School OSHC/Vac,"221-239 Sturt Street, Adelaide SA 5000","14 O'Brien Street, Adelaide SA 5000",sturtstoshc@internode.on.net,(08) 8231 7990,(08) 8231 3188,Ms Kate Kenny,,,Out of School Hours Care
6962,Sunrise Christian School Fullarton OSHC,,"95 Wattle Street, Fullarton SA 5063",,(08) 8179 2700,(08) 8179 2799,Mr Shane Hosking,,,Out of School Hours Care
6848,Sunrise Christian School Marion OSHC,,"284-288 Sturt Road, Marion SA 5043",,(08) 8296 3761,(08) 8296 2786,,,,Out of School Hours Care
5431,Sunrise Christian School Morphett Vale OSHC,,"70-74 Pimpala Road, Morphett Vale SA 5162",,(08) 8322 7279,(08) 8381 8632,,,,Out of School Hours Care
5445,Sunrise Christian School Paradise OSHC,,"4 Crowle Road, Paradise SA 5075",,(08) 8351 9132,,,,,Out of School Hours Care
6187,Surrey Downs Primary School OSHC,,"16-24 Vine Street, Surrey Downs SA 5126",,(08) 8251 1393,(08) 8289 1691,Ms Dianne Young,,,Out of School Hours Care
2106,Tanunda - Barossa OSHC,"PO Box 646, Nuriootpa SA 5355","Research Road, Tanunda SA 5352",,(08) 8562 4387,(08) 8563 2187,Ms Dianne Halse,,,Out of School Hours Care
5425,Tanunda Lutheran Out of School Hours Care,,"16 Maria Street, Tanunda SA 5352",,(08) 8563 2456,(08) 8563 0457,,,,Out of School Hours Care
